funlo_seg_desc,EMAIL_THEME,DEPARTMENT,Unique Guids,Unique Households,THEME_SENT,THEME_OPEN,THEME_CLICK,THEME_UNSUBSCRIBE,theme_open_rate,theme_click_rate,DEPT_SENT,DEPT_OPEN,DEPT_CLICK,DEPT_UNSUBSCRIBE,dept_open_rate,dept_click_rate
Moderate Loyal,Savings - Fuel Points,HBC,1843678,1677641,85681890,39507871,5094122,64522,0.46109943419782173,0.05945389393254514,12477273,5888393,186419,2984,0.4719294833093738,0.014940684555030575
New: Predicted Loyal,Savings - Fuel Points,Grocery,83117,77734,3042339,1380372,131548,2259,0.4537206405992232,0.04323909991621578,806043,375643,27684,283,0.46603344982835904,0.03434556220946029
New: Predicted Loyal,Brand Savings,General Merchandise,126157,117344,52303705,20553556,1519198,42906,0.39296558436921436,0.029045705270783397,31686343,13867240,1064534,21523,0.4376409104704825,0.033595988025503606
Bottom Non-Loyal,Sale - Fuel,No Department,4670069,4431157,205182525,81497828,3586873,191867,0.3971967300821549,0.01748137664257714,48888186,18660801,570294,18888,0.3817036901307813,0.01166527226025527
New: Predicted Opportunity,Brand Savings,Fuel,49375,46780,893393,385591,24213,378,0.4316028892100117,0.027102294287060676,2920253,1489056,94666,1619,0.509906504676136,0.03241705427577679
Moderate Loyal,Sale - Price & Item,Fresh,2427781,2150324,1647305967,800702493,40603674,572964,0.4860678641613881,0.02464853209628421,1901146780,838681654,43940920,697251,0.44114513556917473,0.0231128498137319
Bottom Non-Loyal,Diigital Coupons,Multi Department,5010849,4755303,92341479,38383538,1793416,87377,0.41566951727078144,0.019421564603703173,255513341,111320764,3501107,73242,0.4356749575749158,0.013702247351538487
New: Predicted Loyal,Seasonal,Fuel,126172,117761,3278811,1381755,39928,1535,0.4214195328733495,0.012177585106308354,9814144,4173736,353932,6636,0.4252776401079911,0.03606346106191228
Moderate Loyal,Seasonal,HBC,2398386,2129878,1842994689,790690894,22026605,617546,0.4290250529311211,0.011951529286257211,1542355505,480576766,34143671,1070185,0.3115862487228585,0.022137354772821978
New: Predicted Non-Loyal,Savings - Fuel Points,General Merchandise,381901,372549,16097421,6071820,213629,18951,0.3771920980385616,0.01327100782168771,6106001,2162669,34897,4504,0.35418746246520433,0.005715197229741692
Narrow Consumption,Best Customer,Adult Beverage,479505,477640,2588897,1608627,671426,487,0.6213561219314635,0.2593482861620219,22128803,12303969,2365258,5736,0.556016021291346,0.10688594407930696
Bottom Non-Loyal,Seasonal,Grocery,5439755,5119189,3583870109,1299585918,20236898,2233873,0.36262082008396807,0.00564666056093385,2951260601,1040400724,29592816,2507365,0.3525275686082999,0.010027178213260064
Narrow Consumption,Weekly Specials,Fuel,1565009,1364720,464098561,204856060,26730425,113399,0.44140636755820495,0.057596440166510235,256529002,101526864,12285385,176530,0.39577148473840007,0.047890822886372905
Moderate Loyal,Ecommerce,General Merchandise,2434548,2148694,1205716888,469912137,29072975,757831,0.38973671321753933,0.02411260494843463,1492973139,628911070,56269145,945049,0.4212474113373851,0.0376893217500814
Narrow Consumption,Sale - Digital Coupon,HBC,940565,863730,114481293,61891051,9311673,78838,0.5406215232037954,0.08133794400802234,19747918,10033015,470328,3426,0.5080543174222214,0.023816586639665002
New: Predicted Non-Loyal,Sale - Fuel Points,Pharmacy,1142859,1102925,106059776,50732437,1670600,99369,0.4783381496110269,0.01575149470426941,336195459,137471389,3486167,188607,0.4089031702239619,0.010369464865377613
Bottom Non-Loyal,Sale - Price & Item,Gift Cards,5367860,5059623,2185885171,944380097,21143026,1009141,0.4320355476715021,0.009672523644198325,11656579247,4816854390,155642144,8012265,0.41323052740705996,0.013352300078949568
Top Loyal,Sale - Threshold Offer,Fresh,3300923,2793807,2471568357,1288015677,61146376,734559,0.5211329370486839,0.02473990890311435,2659044668,1225161918,71381969,834071,0.4607526653252897,0.02684496799133876
Moderate Non-Loyal,Digital Coupons,Fuel,1819559,1649012,250660051,139583944,11672383,66335,0.5568655373807452,0.04656658671149796,319395816,127077659,9214153,222619,0.3978688906807721,0.028848696627885695
New: Predicted Loyal,Weekly Specials,Multi Department,138052,127166,206549447,86136162,7082258,100592,0.41702441352941505,0.03428843844834888,326728488,146573353,12143761,137876,0.44860903895224463,0.0371677446136867
Moderate Non-Loyal,Best Customer,General Merchandise,1836083,1659941,1177729077,510689287,42773393,964670,0.4336220417524768,0.03631853355353644,432471670,193200468,14396302,207746,0.44673554686252626,0.03328842788707986
Narrow Consumption,Best Customer,HBC,1402316,1249069,824961053,390922922,52764053,611808,0.4738683366667978,0.06395944730738701,280723665,116055576,11103764,123092,0.41341571969003754,0.0395540717951228
New: Predicted Loyal,Weekly Specials,Adult Beverage,63786,59414,7317957,3071120,226890,2739,0.4196690415098094,0.031004554959806405,7504044,3233070,240945,3582,0.43084368908284654,0.032108686995971775
Top Loyal,Weekly Specials,Pharmacy,3474572,2886670,3002718774,1378900290,200141293,607618,0.4592172606837672,0.0666533591933375,1714226380,651782100,78146304,1025814,0.38021938502661473,0.04558692183934306
Top Loyal,Brand Savings,Produce,2878853,2435627,94606212,44923738,3132109,18344,0.47484976990728683,0.033106800640110186,311321554,167015989,22422121,133899,0.5364742236896325,0.07202238557501225
Bottom Non-Loyal,Sale - Digital Coupon,Multi Department,4479054,4261318,504572487,209275695,10593393,472196,0.41475843489659,0.02099478919864293,1377748296,620993121,20785797,404250,0.45073045838846026,0.015086788392587494
Bottom Non-Loyal,Services,Fuel,4570718,4313908,131145893,47182585,1570110,97928,0.3597717314716062,0.011972239191661153,547027672,235619200,8321678,322633,0.43072629057054357,0.015212535719765196
Unreliable Pattern,Best Customer,General Merchandise,2727545,2497794,1630923089,686124823,53522909,1343332,0.42069722823085254,0.032817555506444857,616294632,263286486,16821548,340047,0.42720879321239974,0.02729465279522344
Narrow Consumption,Savings - Fuel Points,Gift Cards,448306,392053,22326285,11620358,2052991,13179,0.5204787988686878,0.0919539905541831,4030178,1990797,246882,682,0.49397247466489075,0.06125833648042345
Top Loyal,Weekly Specials,General Merchandise,3490364,2896521,9162086253,4200136382,602195356,1994425,0.45842576308695226,0.06572688134242563,2316216696,957675764,105459767,1705305,0.4134655300835462,0.04553104516607802
New: Predicted Non-Loyal,Diigital Coupons,Grocery,612420,594641,11827218,4839139,150936,6622,0.40915276948475965,0.012761750058213183,1485276,626127,12341,620,0.4215559936335065,0.008308893431254528
Top Loyal,Sale - Digital Coupon,Pharmacy,1036847,914591,44106088,25317425,4131633,21214,0.5740120275459478,0.09367489132112555,8563521,4941646,498240,1677,0.5770577312766559,0.05818167550473689
Narrow Consumption,Seasonal,Produce,1432618,1274611,42774343,18593136,568048,13467,0.43467963961480366,0.01328011046247981,155430089,73495477,8747567,80236,0.4728523123987917,0.05627975288619953
Narrow Consumption,Sale - Fuel Points,General Merchandise,1507871,1327600,813656497,300750311,37373132,567574,0.3696281073264754,0.04593232173257015,869599528,390371217,37453475,496292,0.44890918685043263,0.043069796836412266
Narrow Consumption,Sale - Threshold Offer,Produce,1408058,1257104,29905597,15057950,624029,7911,0.5035161143915635,0.020866629079499734,152950395,73445137,8732649,78933,0.48018926005388873,0.057094648235462224
New: Predicted Opportunity,Digital Coupons, Fresh,33893,32438,1039298,526022,43793,383,0.5061320237314033,0.04213709638621454,3500042,1550970,99071,2008,0.4431289681666677,0.028305660332076016
Top Loyal,Savings - Fuel Points,HBC,2713773,2356065,125920238,59585061,9472607,85432,0.47319685815714546,0.07522704174050243,21292855,10134244,411944,4348,0.47594575739138784,0.019346583630987953
New: Predicted Opportunity,Digital Coupons,HBC,97826,93042,51859760,26580802,1809011,24375,0.5125515814188111,0.03488274916814116,73194566,28433508,1157942,63500,0.38846473930865305,0.015820054182710777
Moderate Loyal,Services,No Department,2399110,2117560,1393465669,500524910,34833828,791040,0.35919428884042354,0.024997980771925284,2337781842,1022967577,79713376,615183,0.43758042714748746,0.03409786771711952
Moderate Non-Loyal,Services,Grocery,1845029,1665973,1063136261,367887289,21497001,925695,0.3460396399742403,0.020220362890999162,1148619228,518316220,27298312,485563,0.45125156132246114,0.02376619800064848
Unreliable Pattern,Sale - Fuel Points,Fuel,2455078,2276112,66654786,23994056,1552398,41668,0.3599749911431716,0.023290120532380075,319457064,130316332,8466543,158512,0.4079306632580834,0.026502913706112317
Top Loyal,Digital Coupons,Gift Cards,3361087,2824480,4002440113,2312709266,340097459,761050,0.5778248270319591,0.08497252910677092,5050593626,2197506561,227250567,2398729,0.4350986683401798,0.04499482314913134
Unreliable Pattern,Sale - Fuel Points, Fresh,2081662,1951542,15177072,6666683,313039,4935,0.43926015505494076,0.020625783418567165,320231416,147554921,9228618,160978,0.4607759065088105,0.028818590365912132
New: Predicted Loyal,Digital Coupons,HBC,132373,122875,77687169,41404340,4349850,28985,0.5329623994922508,0.05599187170792644,84015165,31844183,1653022,68922,0.3790289883975113,0.01967528124238047
New: Predicted Loyal,Sale - Fuel Points,Fresh,117440,109633,51810276,21191198,1948458,63049,0.40901534668527917,0.03760755877849406,33013200,14171429,747104,15357,0.42926553620975855,0.022630462966328622
New: Predicted Loyal,Weekly Specials,General Merchandise,137487,126659,205370759,85644738,7022264,92661,0.4170249865025819,0.034193105358294944,111028650,43821502,2296332,85602,0.39468643453739194,0.02068233739669896
Unreliable Pattern,Sale - Price & Item,Grocery,2758929,2522498,1725997331,775944147,27606417,749053,0.4495627733968958,0.01599447258936694,1810908618,785512662,34878617,889975,0.43376714550485396,0.019260285501606685
New: Predicted Non-Loyal,Sale - Fuel,Pharmacy,157493,150343,3830557,2091855,83767,2241,0.5460968209062024,0.0218680990780192,172129,67580,245,91,0.3926125173561689,0.0014233510913326632
New: Predicted Loyal,Savings - Fuel Points,Multi Department,106553,98576,3591424,1465072,137766,3626,0.40793623921876115,0.03835971469812531,7397045,3150521,276192,3115,0.4259161597637976,0.03733815327607173
Unreliable Pattern,Diigital Coupons,No Department,2276249,2132928,44317481,20052885,1639803,33760,0.4524825091028978,0.03700126819031073,19883767,8817686,461703,3965,0.44346154327799153,0.023220097077178585
New: Predicted Non-Loyal,Holiday, Fresh,1046510,1017017,10815391,3474232,37399,6198,0.3212303651342795,0.003457942482153442,114553654,43726434,1162881,78683,0.38171138565339874,0.010151409050644513
New: Predicted Loyal,Best Customer ,Grocery,59619,55668,1013161,464998,52742,874,0.4589576582596448,0.052056879410083884,324372,155571,12154,115,0.4796067478080722,0.037469325342507985
Narrow Consumption,Services,Produce,1336774,1177517,15610441,5873941,425895,4805,0.3762828353151586,0.02728270136634833,132924854,66647297,8339418,62293,0.5013907858044365,0.06273783832781189
Moderate Non-Loyal,Ecommerce,Fuel,1714013,1558051,61850940,26204598,717008,23661,0.4236733993048448,0.011592515813017555,244884003,100834259,7490273,128769,0.41176335638387945,0.030587024502372252
Top Loyal,Services,Fresh,3299570,2780457,1946585278,725213962,55672285,873111,0.3725569951628906,0.028599972284389177,2647919605,1223132521,72913362,761932,0.46192207599142726,0.027536093566556754
New: Predicted Opportunity,Seasonal,Produce,92499,88435,1140498,493776,10098,680,0.43294771231514656,0.008854026925080097,4009799,1827549,108571,3263,0.45577072566480265,0.027076419541228875
New: Predicted Loyal,Best Customer,General Merchandise,125107,116566,38004853,17093642,1798395,36514,0.4497752431774963,0.047320140930422756,13159161,5723141,472154,7598,0.434916861340932,0.03588025102816205
Unreliable Pattern,Services,Grocery,2746772,2512207,1520954261,511860001,26633683,1289493,0.33653872054210315,0.017511166300615007,1768099669,770704925,34037892,768574,0.435894502166778,0.019251116097573344
Moderate Loyal,Weekly Specials,Fresh,2520213,2204712,6615530974,2896791420,323386671,1716826,0.4378773875271406,0.048882950177537784,2062457244,888827434,50780656,1003713,0.4309555684539563,0.024621434528026512
New: Predicted Non-Loyal,Brand Savings,Pharmacy,1282794,1236305,93852574,46860447,1435132,93018,0.4992984742219217,0.015291344060526246,281339384,131088003,3233135,186050,0.4659425962203713,0.011491938860575595
New: Predicted Non-Loyal,Sale - Fuel,Grocery,821617,799258,34571346,13419876,416979,33179,0.38817915854361007,0.012061404840876025,3768524,1485123,38422,2313,0.3940861196585188,0.010195503597695013
Unreliable Pattern,Sale - Prie,No Department,2251164,2108861,42589900,19383883,1594402,32277,0.45512863378406615,0.037436152702870866,20132346,8984921,463212,4006,0.44629279667655225,0.023008346866281754
New: Predicted Loyal,Savings - Fuel Points,No Department,77959,72757,2463014,1061231,116910,2232,0.4308668160229702,0.047466234459081436,783271,318975,29799,370,0.4072345331309343,0.03804430395099525
Bottom Non-Loyal,Best Customer ,General Merchandise,1889841,1805337,42827085,18064998,748804,42310,0.4218124581675358,0.0174843559864044,10117014,3944083,72187,5334,0.3898465495846897,0.007135208076216955
Moderate Loyal,Digital Coupons,Fuel,2377901,2114805,351266814,197658409,23564620,73210,0.5627016305616619,0.06708467484207034,382343951,152609948,16932945,237109,0.3991430951133316,0.04428720516098867
Unreliable Pattern,Brand Savings, Fresh,1553740,1434667,30456964,14419579,603831,7837,0.47344111514200826,0.019825712109716516,255507378,130792363,8728252,107619,0.5118927055014435,0.03416046952663731
Narrow Consumption,Holiday,Fresh,1441610,1281500,581575841,238839828,9079193,268467,0.41067701091111863,0.015611365465918658,701352888,302327629,16481942,280453,0.4310634976668122,0.023500212634755702
Moderate Non-Loyal,Digital Coupons, Fresh,1621301,1492591,84622474,49298762,4252709,21714,0.5825729226493662,0.050255077628668716,243445788,113088700,8424740,129125,0.4645334015801497,0.03460622617138893
Top Loyal,Weekly Specials,Gift Cards,3483850,2892530,8012184197,3673361131,528107266,1707474,0.45847187741582573,0.06591302109576301,5342883488,2298331017,239976729,2702025,0.43016678581181894,0.04491520908868451
Narrow Consumption,Sale - Fuel Points,Pharmacy,1380858,1230937,177172234,78336602,10146898,78254,0.4421494284482522,0.05727137808738134,628237233,259620677,26406493,309399,0.4132526112154196,0.04203267748697728
New: Predicted Opportunity,Ecommerce,Fuel,55838,53605,659471,276517,11866,394,0.41930122780228396,0.017993209708994026,4494207,1963037,103175,2813,0.43679274230136705,0.022957331515882556
New: Predicted Loyal,Sale - Threshold Offer,Grocery,125964,117320,39803479,18652846,840608,21166,0.4686235090153803,0.021118957968473056,43082962,19652728,1434331,23165,0.4561600940993797,0.03329230241876127
Narrow Consumption,Sale - Digital Coupon,No Department,1226783,1114588,139654075,68146827,10137789,100968,0.4879687685447059,0.07259214598643111,80475226,34380000,2414808,15186,0.42721222056586705,0.0300068495613793
New: Predicted Non-Loyal,Sale - Fuel Points,General Merchandise,3199113,3102044,1515565120,569996331,17607546,1509577,0.3760949123716967,0.011617808939809859,733139118,289716248,6796115,592270,0.39517226797329347,0.00926988457325776
Unreliable Pattern,Sale - Fuel Points,No Department,2723152,2483565,1884633248,621815719,43493682,2093005,0.3299399072259177,0.023078061498785572,2171487667,878841171,45567006,775229,0.40471847220488955,0.020984234307419625
Top Loyal,Holiday,General Merchandise,3345964,2825623,1274428302,533150379,24200280,448788,0.41834474184488096,0.018989126310222197,1289287941,535948520,55072132,729051,0.41569342499574347,0.04271515326303669
Narrow Consumption,Ecommerce,Pharmacy,1415862,1254093,192442968,83377627,5259637,90041,0.4332588915381933,0.02733088693581155,674031707,263849750,27315181,337367,0.39145005681461215,0.04052506835557515
New: Predicted Non-Loyal,Sale - Fuel Points,No Department,3051292,2954293,1763285119,669646258,22501594,2120907,0.3797719669861287,0.012761177280711798,534225420,194063491,4722137,415691,0.3632614318502478,0.008839221840098886
